"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Jesse             ","Comedy","","Eric Lloyd","David DeLuise","Bruno Campos","Color","1990s|brother sister relationship|female protagonist|single mother|sitcom","English",NA,5.9
"Circumstance ","Drama","Maryam Keshavarz","Sarah Kazemy","Reza Sixo Safai","Sina Amedson","Color","closeted lesbian|iranian|islamophobia|propaganda|teenager","Persian",2011,5.9
"Kingdom of the Spiders ","Horror|Sci-Fi","John 'Bud' Cardos","Woody Strode","Hoke Howell","Tiffany Bolling","Color","death|farm|hotel|spider|tarantula","English",1977,5.9
"Straight Out of Brooklyn ","Crime|Drama","Matty Rich","Lawrence Gilliard Jr.","George T. Odom","Matty Rich","Color","domestic violence|housing project|new york city|poverty|racism","English",1991,5.9
"Transformers: Revenge of the Fallen ","Action|Adventure|Sci-Fi","Michael Bay","Glenn Morshower","Kevin Dunn","Ramon Rodriguez","Color","autobot|decepticon|machine|sun|symbol","English",2009,6
"Sahara ","Action|Adventure|Comedy|Thriller","Breck Eisner","Matthew McConaughey","Rainn Wilson","Delroy Lindo","Color","beach|civil war|desert|dictator|ship","English",2005,6
"How the Grinch Stole Christmas ","Comedy|Family|Fantasy","Ron Howard","Clint Howard","T.J. Thyne","Molly Shannon","Color","box office hit|christmas|materialism|public humiliation|snowflake","English",2000,6
"Windtalkers ","Action|Drama|War","John Woo","Nicolas Cage","Roger Willie","Noah Emmerich","Color","code|duty|steel helmet|u.s. marine|u.s. soldier","English",2002,6
"The Tourist ","Action|Romance|Thriller","Florian Henckel von Donnersmarck","Johnny Depp","Angelina Jolie Pitt","Rufus Sewell","Color","police surveillance|surveillance van|tailing a suspect|tourist|venice italy","English",2010,6
"Hercules ","Action|Adventure","Brett Ratner","Dwayne Johnson","Rufus Sewell","Ingrid Bolsø Berdal","Color","army|greek mythology|hercules|king|mercenary","English",2014,6
"The Alamo ","Drama|History|War|Western","John Lee Hancock","Dennis Quaid","Marc Blucas","Jordi Mollà","Color","army|dictator|general|texan|texas","English",2004,6
"The Fast and the Furious: Tokyo Drift ","Action|Crime|Thriller","Justin Lin","Amber Stevens West","Zachery Ty Bryan","Nikki Griffin","Color","car|challenge|drift racing|drifting|tokyo japan","English",2006,6
"The Postman ","Action|Adventure|Drama|Sci-Fi","Kevin Costner","Olivia Williams","Brian Anthony Wilson","Larenz Tate","Color","drifter|escape|hope|postman|usa","English",1997,6
"The Last Witch Hunter ","Action|Adventure|Fantasy","Breck Eisner","Vin Diesel","Joseph Gilgun","Lotte Verbeek","Color","box office flop|burned to death|magic|witch|witch hunter","English",2015,6
"Arthur and the Invisibles ","Adventure|Animation|Family|Fantasy","Luc Besson","Mia Farrow","Adam LeFevre","Penny Balfour","Color","boy|debt|garden|princess|treasure","English",2006,6
"Grown Ups ","Comedy","Dennis Dugan","Steve Buscemi","Adam Sandler","Salma Hayek","Color","basketball|coach|daughter|high school|high school basketball","English",2010,6
"Shark Tale ","Adventure|Animation|Comedy|Family","Bibo Bergeron","Robert De Niro","Martin Scorsese","Angelina Jolie Pitt","Color","anchor|fish|mobster|shark|vegetarian","English",2004,6
"Soldier ","Action|Drama|Sci-Fi","Paul W.S. Anderson","Connie Nielsen","Sean Pertwee","Jason Scott Lee","Color","crash survivor|planet|sergeant|soldier|survivor","English",1998,6
"Carriers ","Drama|Horror|Sci-Fi|Thriller","David Pastor","Christopher Meloni","Kiernan Shipka","Lou Taylor Pucci","Color","beach|disease|latex gloves|pandemic|virus","English",2009,6
"Sphere ","Drama|Mystery|Sci-Fi|Thriller","Barry Levinson","Peter Coyote","James Pickens Jr.","Huey Lewis","Color","manifestation|ocean|spacecraft|spaceship|sphere","English",1998,6
"The SpongeBob Movie: Sponge Out of Water ","Adventure|Animation|Comedy|Family|Fantasy","Paul Tibbitt","Tim Conway","Billy West","Eddie Deezen","Color","book|magic|pirate|plankton|time machine","English",2015,6
"Hercules ","Action|Adventure","Brett Ratner","Dwayne Johnson","Rufus Sewell","Ingrid Bolsø Berdal","Color","army|greek mythology|hercules|king|mercenary","English",2014,6
"S.W.A.T. ","Action|Adventure|Crime|Thriller","Clark Johnson","Jeremy Renner","Josh Charles","LL Cool J","Color","hostage|police|prison|swat team|training","English",2003,6
"Mystery Men ","Action|Comedy|Fantasy|Sci-Fi","Kinka Usher","Janeane Garofalo","Wes Studi","Eddie Izzard","Color","bowling|rajah|sphinx|spleen|superhero","English",1999,6
"Broken Arrow ","Action|Crime|Thriller","John Woo","Delroy Lindo","Samantha Mathis","Bob Gunton","Color","captain|desert|major|park ranger|utah","English",1996,6
"World Trade Center ","Drama|History|Thriller","Oliver Stone","Nicolas Cage","Jay Hernandez","Armando Riesco","Color","based on true story|police|rescue|rubble|trapped","English",2006,6
"Righteous Kill ","Action|Crime|Drama|Mystery|Thriller","Jon Avnet","Robert De Niro","Al Pacino","50 Cent","Color","blood splatter|execution|new york city|nypd|serial killer","English",2008,6
"The Mortal Instruments: City of Bones ","Fantasy|Horror|Mystery|Romance","Harald Zwart","Aidan Turner","Kevin Zegers","CCH Pounder","Color","battle|demon|magic|secret|warrior","English",2013,6
"Xi you ji zhi: Sun Wukong san da Baigu Jing ","Action|Adventure|Fantasy","Pou-Soi Cheang","Li Gong","Aaron Kwok","Eddie Peng","Color","buddhism|demon|journey to the west|monk|monkey king","English",2016,6
"Leatherheads ","Comedy|Drama|Romance|Sport","George Clooney","Robert Baker","Malcolm Goodwin","Matt Bushell","Color","college football|fight|football|hero|surrender","English",2008,6
"Casper ","Comedy|Family|Fantasy","Brad Silberling","Eric Idle","Fred Rogers","Cathy Moriarty","Color","casper|friendly ghost|ghost|maine|mansion","English",1995,6
"Disclosure ","Drama|Thriller","Barry Levinson","Demi Moore","Dylan Baker","Roma Maffia","Color","computer|marriage|non statutory female on male rape|promotion|sexual harassment","English",1994,6
"Mr. Popper's Penguins ","Comedy|Family|Fantasy","Mark Waters","Madeline Carroll","Ophelia Lovibond","Philip Baker Hall","Color","father|penguin|snowglobe|son|winter","English",2011,6
"The Hunted ","Action|Crime|Drama|Thriller","William Friedkin","Connie Nielsen","Jenna Boyd","Rex Linn","Color","capture|combat|fbi|hunter|special forces","English",2003,6
"Into the Woods ","Adventure|Comedy|Drama|Fantasy|Musical","Rob Marshall","Johnny Depp","Meryl Streep","Anna Kendrick","Color","based on stage musical|cinderella|little red riding hood|singing|witch","English",2014,6
"Raising Helen ","Comedy|Drama|Romance","Garry Marshall","Amber Valletta","Felicity Huffman","Spencer Breslin","Color","fashion show|female protagonist|love|pastor|queens new york city","English",2004,6
"Dream House ","Drama|Mystery|Thriller","Jim Sheridan","Naomi Watts","Gregory Smith","Sarah Gadon","Color","closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train","English",2011,6
"Domino ","Action|Biography|Crime|Drama|Thriller","Tony Scott","Ian Ziering","Mo'Nique","Edgar Ramírez","Color","bounty hunter|fbi|female bounty hunter|female nudity|reality show","English",2005,6
"Bedazzled ","Comedy|Fantasy|Romance","Harold Ramis","Brendan Fraser","Frances O'Connor","Brian Doyle-Murray","Color","contract|devil|dream|soul|wish","English",2000,6
"Taken 3 ","Action|Thriller","Olivier Megaton","Liam Neeson","Dougray Scott","Jon Gries","Color","betrayal|death|final showdown|murder|on the run","English",2014,6
"The Cable Guy ","Comedy|Drama|Thriller","Ben Stiller","Matthew Broderick","Janeane Garofalo","Andy Dick","Color","cable guy|foreplay|friend|kissing|television","English",1996,6
"Multiplicity ","Comedy|Romance|Sci-Fi","Harold Ramis","John de Lancie","Brian Doyle-Murray","Obba Babatundé","Color","clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996","English",1996,6
"Deep Rising ","Action|Adventure|Horror|Sci-Fi","Stephen Sommers","Djimon Hounsou","Jason Flemyng","Wes Studi","Color","creature feature|hijacker|ocean|ship|shot in the leg","English",1998,6
"Miracle at St. Anna ","Action|Crime|Drama|Thriller|War","Spike Lee","Joseph Gordon-Levitt","Omari Hardwick","Laz Alonso","Color","boy|german soldier|partisan|trapped|village","English",2008,6
"Victor Frankenstein ","Drama|Horror|Sci-Fi|Thriller","Paul McGuigan","Daniel Radcliffe","Spencer Wilding","Daniel Mays","Color","assistant|experiment|frankenstein|medical student|scientist","English",2015,6
"28 Days ","Comedy|Drama","Betty Thomas","Steve Buscemi","Viggo Mortensen","Elizabeth Perkins","Color","12 step program|box office hit|car accident|vomiting|wedding","English",2000,6
"Get Hard ","Comedy|Crime","Etan Cohen","Will Ferrell","Alison Brie","Craig T. Nelson","Color","camera focus on female butt|gay bar|millionaire|singing in a car|two word title","English",2015,6
"The Other Woman ","Comedy|Romance","Nick Cassavetes","Don Johnson","Kate Upton","David Thornton","Color","beach house|blonde bombshell|cheating husband|revenge|wife meets mistress","English",2014,6
"Medicine Man ","Adventure|Drama|Romance","John McTiernan","Lorraine Bracco","José Wilker","Sean Connery","Color","cancer|environment|gas chromatograph|jungle|nature","English",1992,6
"The Shadow ","Action|Adventure|Crime|Fantasy|Mystery|Thriller","Russell Mulcahy","Jonathan Winters","Peter Boyle","John Kapelos","Color","1930s|bomb|city|invisibility|the shadow","English",1994,6
"Victor Frankenstein ","Drama|Horror|Sci-Fi|Thriller","Paul McGuigan","Daniel Radcliffe","Spencer Wilding","Daniel Mays","Color","assistant|experiment|frankenstein|medical student|scientist","English",2015,6
"Nomad: The Warrior ","Drama|History|War","Sergey Bodrov","Jay Hernandez","Kuno Becker","Jason Scott Lee","Color","1800s|kazakhstan|nomad","Kazakh",2005,6
"Nim's Island ","Adventure|Comedy|Family|Fantasy","Jennifer Flackett","Gerard Butler","Anthony Simcoe","Christopher James Baker","Color","author|girl|island|reading|scientist","English",2008,6
"The Rite ","Drama|Horror|Mystery|Thriller","Mikael Håfström","Anthony Hopkins","Colin O'Donoghue","Toby Jones","Color","demon|exorcism|exorcist|faith|seminary","English",2011,6
"Neighbors 2: Sorority Rising ","Comedy","Nicholas Stoller","Chloë Grace Moretz","Ike Barinholtz","Kiersey Clemons","Color","bare chested male|gay|gay best friend|gay man|gay marriage proposal","English",2016,6
"Krull ","Action|Adventure|Fantasy","Peter Yates","Liam Neeson","Alun Armstrong","Lysette Anthony","Color","cyclops|fortress|monster|planet|rescue","English",1983,6
"American Outlaws ","Action|Western","Les Mayfield","Gregory Smith","Ronny Cox","Harris Yulin","Color","legend|old west|outlaw|railroad|stealing from the rich","English",2001,6
"Punisher: War Zone ","Action|Crime|Drama|Thriller","Lexi Alexander","Julie Benz","Wayne Knight","Colin Salmon","Color","gun fu|plastic surgery|psychopath|undercover|vigilante","English",2008,6
"Pushing Tin ","Comedy|Drama|Romance","Mike Newell","Angelina Jolie Pitt","Kurt Fuller","Jake Weber","Color","air traffic control|air traffic controller|female bodybuilder|job|marriage","English",1999,6
"Doomsday ","Action|Sci-Fi|Thriller","Neil Marshall","Ryan Kruger","Jason Cope","Jeremy Crutchley","Color","cure|quarantine|scotland|virus|wall","English",2008,6
"Baby Mama ","Comedy|Romance","Michael McCullers","Tina Fey","Amy Poehler","Romany Malco","Color","baby|book|cartoon on tv|female protagonist|male anorexia","English",2008,6
"1911 ","Action|Adventure|Drama|History|War","Li Zhang","Bingbing Li","Joan Chen","Jaycee Chan","Color","china|disarming someone|qing dynasty|stabbed with a bayonet|war violence","Mandarin",2011,6
"Divine Secrets of the Ya-Ya Sisterhood ","Drama","Callie Khouri","Ellen Burstyn","Fionnula Flanagan","Matthew Settle","Color","flashback|interview|louisiana|playwright|secret society","English",2002,6
"The Newton Boys ","Action|Crime|Drama|History|Western","Richard Linklater","Matthew McConaughey","Lew Temple","Dwight Yoakam","Color","bank robber|brother brother relationship|crime spree|explosive|train","English",1998,6
"Kindergarten Cop ","Action|Comedy|Crime","Ivan Reitman","Richard Tyson","Cathy Moriarty","Penelope Ann Miller","Color","astoria|kindergarten|kindergarten teacher|school|teacher","English",1990,6
"Original Sin ","Drama|Mystery|Romance|Thriller","Michael Cristofer","Angelina Jolie Pitt","Gregory Itzin","Jack Thompson","Color","delaware|erotica|money|pursuit|sex scene","English",2001,6
"Jimmy Neutron: Boy Genius ","Action|Adventure|Animation|Comedy|Family|Sci-Fi","John A. Davis","Martin Short","Rob Paulsen","Andrea Martin","Color","alien|boy genius|children|genius|rescue","English",2001,6
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze ","Action|Adventure|Comedy|Family|Sci-Fi","Michael Pressman","Kevin Nash","Paige Turco","Ernie Reyes Jr.","Color","chop socky|mutant|ninja|shredder|turtle","English",1991,6
"The Gambler ","Crime|Drama|Thriller","Rupert Wyatt","George Kennedy","Cjon Saulsberry","Griffin Cleveland","Color","dog|gambler|gambling|gangster|professor","English",2014,6
"Ice Princess ","Comedy|Drama|Family|Sport","Tim Fywell","Connie Ray","Trevor Blumas","Amy Stewart","Color","championship|coach|harvard|physics|zamboni","English",2005,6
"Harley Davidson and the Marlboro Man ","Action|Crime|Drama|Thriller|Western","Simon Wincer","Vanessa Williams","Tia Carrere","Don Johnson","Color","bar|biker|cowboy|drugs|marlboro","English",1991,6
"Victor Frankenstein ","Drama|Horror|Sci-Fi|Thriller","Paul McGuigan","Daniel Radcliffe","Spencer Wilding","Daniel Mays","Color","assistant|experiment|frankenstein|medical student|scientist","English",2015,6
"For Colored Girls ","Drama","Tyler Perry","Omari Hardwick","Loretta Devine","Kimberly Elise","Color","african american protagonist|female protagonist|multi protagonist|poem|three word title","English",2010,6
"What's Your Number? ","Comedy|Romance","Mark Mylod","Chris Evans","Ari Graynor","Ed Begley Jr.","Color","ex boyfriend|morning after|prince charming|quarrel|womanizer","English",2011,6
"We're No Angels ","Comedy|Crime","Neil Jordan","Robert De Niro","Demi Moore","James Russo","Color","con|convict|escape|police|priest","English",1989,6
"Les couloirs du temps: Les visiteurs II ","Comedy|Family|Fantasy|Sci-Fi","Jean-Marie Poiré","Christian Clavier","Philippe Nahon","Marie-Anne Chazel","Color","jewel|knight|magical potion|sequel|time travel comedy","French",1998,6
"The Amityville Horror ","Drama|Horror|Mystery|Thriller","Andrew Douglas","Jimmy Bennett","Chloë Grace Moretz","Ryan Reynolds","Color","ghost|haunted house|murder|nightmare|priest","English",2005,6
"City of Ghosts ","Crime|Drama|Thriller","Matt Dillon","Kirk Fox","Shawn Andrews","Rob Campbell","Color","bag over head|buddhist temple|loss of friend|male bonding|nightclub","English",2002,6
"ATL ","Comedy|Crime|Drama|Music|Romance","Chris Robinson","T.I.","Adam Boyer","Malika","Color","high school|rollerskating rink|spelman college|twin|voice over narration","English",2006,6
"Duets ","Comedy|Drama|Music","Bruce Paltrow","Lochlyn Munro","Marian Seldes","Huey Lewis","Color","convict|karaoke|middle america|salesman|singer","English",2000,6
"Twins ","Comedy|Crime","Ivan Reitman","Kelly Preston","Tony Jay","Hugh O'Brian","Color","bare chested male|brother|catholic orphanage|long lost siblings|twins","English",1988,6
"The Object of My Affection ","Comedy|Drama|Romance","Nicholas Hytner","Liam Aiken","Tim Daly","Kali Rocha","Color","baby|dancing|gay|name calling|penis slur","English",1998,6
"Firestarter ","Action|Horror|Sci-Fi|Thriller","Mark L. Lester","Heather Locklear","George C. Scott","David Keith","Color","captain|experiment|fire|psychic|secret government agency","English",1984,6
"Winnie Mandela ","Biography|Drama|History","Darrell Roodt","Jennifer Hudson","Wendy Crewson","Aubrey Poo","Color","character name in title|nelson mandela|one word title|reference to winnie mandela|south africa","English",2011,6
